# index year month day hour minute second azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec
134 0 2 21 0 51 19.79 -124 19 54.39 19 26 15.07 0 35 21.71
135 0 2 21 9 11 19.79 112 31 14.17 6 15 54.31 0 35 28.85
136 0 2 21 17 31 19.79 -42 40 47.92 -65 17 19.86 0 35 35.13
137 0 2 22 1 51 19.79 -137 18 26.85 29 29 15.98 0 35 40.82
138 0 2 22 10 11 19.79 103 29 17.74 -6 22 9.22 0 35 45.43
139 0 2 22 18 31 19.79 -65 16 37.51 -54 25 20.64 0 35 49.11
140 0 2 23 2 51 19.79 -153 36 19.03 37 6 16.07 0 35 52.06
141 0 2 23 11 11 19.79 94 52 45.80 -19 31 43.96 0 35 53.81
142 0 2 23 19 31 19.79 -78 54 32.53 -41 40 35.60 0 35 54.63
143 0 2 24 3 51 19.79 -173 7 55.31 40 59 54.03 0 35 54.64
144 0 2 24 12 11 19.79 85 47 28.04 -32 52 32.84 0 35 53.40
145 0 2 24 20 31 19.79 -88 57 10.26 -28 21 54.43 0 35 51.30
146 0 2 25 4 51 19.79 166 16 33.73 40 13 38.86 0 35 48.35
147 0 2 25 13 11 19.79 74 49 26.57 -46 1 8.61 0 35 44.20
148 0 2 25 21 31 19.79 -97 41 11.84 -15 2 36.21 0 35 39.32
149 0 2 26 5 51 19.79 147 43 23.87 35 0 15.53 0 35 33.60
150 0 2 26 14 11 19.79 59 3 2.94 -58 16 6.42 0 35 26.81
151 0 2 26 22 31 19.79 -106 17 18.81 -2 4 29.22 0 35 19.46
152 0 2 27 6 51 19.79 132 40 5.61 26 29 22.34 0 35 11.34
153 0 2 27 15 11 19.79 31 45 12.29 -67 49 36.58 0 35 2.35
154 0 2 27 23 31 19.79 -115 36 5.32 10 11 8.01 0 34 52.98
155 0 2 28 7 51 19.79 120 44 58.01 15 54 53.69 0 34 42.94
156 0 2 28 16 11 19.79 -11 23 20.77 -70 20 13.44 0 34 32.28
157 0 2 29 0 31 19.79 -126 25 26.47 21 17 20.22 0 34 21.42
158 0 2 29 8 51 19.79 111 1 10.39 4 9 46.92 0 34 10.03
159 0 2 29 17 11 19.79 -47 22 17.19 -63 55 29.67 0 33 58.26
160 0 3 1 1 31 19.79 -139 33 58.90 30 36 5.63 0 33 46.46
161 0 3 1 9 51 19.79 102 35 16.23 -8 12 28.70 0 33 34.27
162 0 3 1 18 11 19.79 -67 36 24.86 -53 14 10.85 0 33 21.95
163 0 3 2 2 31 19.79 -155 34 8.43 37 15 17.27 0 33 9.73
164 0 3 2 10 51 19.79 94 41 38.29 -20 50 29.22 0 32 57.28
165 0 3 2 19 11 19.79 -80 15 54.66 -41 16 7.96 0 32 44.90
166 0 3 3 3 31 19.79 -173 56 34.43 40 18 17.50 0 32 32.74
167 0 3 3 11 51 19.79 86 33 58.04 -33 28 44.36 0 32 20.48
168 0 3 3 20 11 19.79 -89 48 12.14 -29 2 44.31 0 32 8.49
169 0 3 4 4 31 19.79 167 19 25.91 39 15 0.56 0 31 56.77
170 0 3 4 12 51 19.79 77 7 13.16 -45 52 3.69 0 31 45.10
171 0 3 4 21 11 19.79 -98 7 26.84 -16 59 9.67 0 31 33.83
172 0 3 5 5 31 19.79 150 34 9.27 34 28 0.05 0 31 22.89
173 0 3 5 13 51 19.79 64 14 6.82 -57 36 24.02 0 31 12.10
174 0 3 5 22 11 19.79 -106 12 40.93 -5 20 43.07 0 31 1.84
175 0 3 6 6 31 19.79 136 48 16.98 26 55 10.82 0 30 51.93
176 0 3 6 14 51 19.79 42 46 55.58 -67 40 56.95 0 30 42.27
177 0 3 6 23 11 19.79 -114 44 1.83 5 38 28.70 0 30 33.20
178 0 3 7 7 31 19.79 125 45 36.97 17 34 11.60 0 30 24.51
179 0 3 7 15 51 19.79 3 59 50.22 -73 3 23.58 0 30 16.15
180 0 3 8 0 11 19.79 -124 16 20.71 15 41 8.94 0 30 8.44
181 0 3 8 8 31 19.79 116 43 27.72 7 6 34.06 0 30 1.09
182 0 3 8 16 51 19.79 -38 40 19.86 -69 50 39.79 0 29 54.17
183 0 3 9 1 11 19.79 -135 23 3.28 24 23 27.56 0 29 47.91
184 0 3 9 9 31 19.79 109 0 30.13 -4 1 13.98 0 29 42.02
185 0 3 9 17 51 19.79 -63 37 18.30 -60 57 51.47 0 29 36.61
186 0 3 10 2 11 19.79 -148 30 31.15 31 12 45.67 0 29 31.87
187 0 3 10 10 31 19.79 102 2 9.53 -15 32 41.17 0 29 27.50
188 0 3 10 18 51 19.79 -77 53 9.03 -50 12 58.43 0 29 23.67
189 0 3 11 3 11 19.79 -163 39 14.39 35 29 49.01 0 29 20.50
190 0 3 11 11 31 19.79 95 16 55.96 -27 16 54.85 0 29 17.69
191 0 3 11 19 51 19.79 -87 47 14.32 -38 56 9.42 0 29 15.47
192 0 3 12 4 11 19.79 179 59 39.44 36 40 45.68 0 29 13.88
193 0 3 12 12 31 19.79 88 8 6.94 -39 5 27.85 0 29 12.65
194 0 3 12 20 51 19.79 -95 53 35.57 -27 35 17.26 0 29 12.06
195 0 3 13 5 11 19.79 163 57 17.60 34 35 49.15 0 29 12.06
196 0 3 13 13 31 19.79 79 35 53.12 -50 48 51.07 0 29 12.44
197 0 3 13 21 51 19.79 -103 22 39.63 -16 24 12.33 0 29 13.47
198 0 3 14 6 11 19.79 149 34 57.11 29 36 19.92 0 29 15.06
199 0 3 14 14 31 19.79 67 24 35.34 -62 8 55.48 0 29 17.04
200 0 3 14 22 51 19.79 -110 55 48.57 -5 33 40.04 0 29 19.69
201 0 3 15 7 11 19.79 137 23 54.78 22 20 57.04 0 29 22.84
202 0 3 15 15 31 19.79 44 51 1.71 -72 8 13.04 0 29 26.39
203 0 3 15 23 51 19.79 -119 4 58.71 4 44 11.79 0 29 30.63
204 0 3 16 8 11 19.79 127 13 27.20 13 27 36.40 0 29 35.31
205 0 3 16 16 31 19.79 -2 51 55.09 -76 56 48.83 0 29 40.41
206 0 3 17 0 51 19.79 -128 20 34.35 14 12 45.76 0 29 46.18
207 0 3 17 9 11 19.79 118 35 50.59 3 25 17.54 0 29 52.34
208 0 3 17 17 31 19.79 -49 37 21.89 -71 45 28.43 0 29 58.92
209 0 3 18 1 51 19.79 -139 13 8.63 22 27 51.12 0 30 6.15
210 0 3 18 10 11 19.79 111 1 16.95 -7 26 4.99 0 30 13.70
211 0 3 18 18 31 19.79 -71 39 52.32 -61 34 29.15 0 30 21.69
212 0 3 19 2 51 19.79 -152 7 6.76 28 55 24.72 0 30 30.27
213 0 3 19 11 11 19.79 104 1 32.93 -18 53 9.41 0 30 39.10
215 0 3 20 3 51 19.79 -167 2 29.68 32 53 27.77 0 30 58.13
216 0 3 20 12 11 19.79 97 7 0.84 -30 46 25.07 0 31 8.08
217 0 3 20 20 31 19.79 -92 38 16.08 -38 7 29.74 0 31 18.44
218 0 3 21 4 51 19.79 176 47 40.64 33 43 49.95 0 31 29.21
219 0 3 21 13 11 19.79 89 37 5.22 -42 57 35.72 0 31 40.06
220 0 3 21 21 31 19.79 -100 13 39.08 -26 6 12.14 0 31 51.28
221 0 3 22 5 51 19.79 160 51 16.24 31 11 26.54 0 32 2.76
222 0 3 22 14 11 19.79 80 12 40.41 -55 15 38.49 0 32 14.24
223 0 3 22 22 31 19.79 -107 38 26.86 -14 11 38.67 0 32 26.00
224 0 3 23 6 51 19.79 146 27 58.36 25 33 8.95 0 32 37.87
225 0 3 23 15 11 19.79 65 10 25.33 -67 13 51.36 0 32 49.61
226 0 3 23 23 31 19.79 -115 32 45.34 -2 36 54.64 0 33 1.54
227 0 3 24 7 51 19.79 134 9 40.18 17 25 34.15 0 33 13.37
228 0 3 24 16 11 19.79 30 9 44.28 -76 54 6.00 0 33 24.94
229 0 3 25 0 31 19.79 -124 32 41.41 8 19 41.52 0 33 36.57
230 0 3 25 8 51 19.79 123 46 23.46 7 27 6.67 0 33 47.87
231 0 3 25 17 11 19.79 -34 51 31.72 -76 22 19.63 0 33 58.80
232 0 3 26 1 31 19.79 -135 16 23.99 18 10 22.46 0 34 9.60
233 0 3 26 9 51 19.79 114 49 44.44 -3 51 0.29 0 34 19.84
234 0 3 26 18 11 19.79 -67 49 54.86 -66 1 33.09 0 34 29.58
235 0 3 27 2 31 19.79 -148 20 24.78 26 13 35.22 0 34 39.00
236 0 3 27 10 51 19.79 106 46 54.53 -16 5 26.04 0 34 47.63
237 0 3 27 19 11 19.79 -82 32 44.72 -53 19 50.48 0 34 55.64
238 0 3 28 3 31 19.79 -163 58 33.79 31 33 54.09 0 35 3.13
239 0 3 28 11 51 19.79 99 2 20.03 -28 58 14.57 0 35 9.64
240 0 3 28 20 11 19.79 -92 12 8.45 -40 6 3.64 0 35 15.44
241 0 3 29 4 31 19.79 178 35 11.82 33 16 0.08 0 35 20.52
242 0 3 29 12 51 19.79 90 48 20.14 -42 13 41.78 0 35 24.49
243 0 3 29 21 11 19.79 -100 17 47.24 -26 50 32.42 0 35 27.68
244 0 3 30 5 31 19.79 161 12 53.21 30 55 7.91 0 35 30.02
245 0 3 30 13 51 19.79 80 32 8.80 -55 33 17.21 0 35 31.16
246 0 3 30 22 11 19.79 -108 9 25.15 -13 51 43.02 0 35 31.53
247 0 3 31 6 31 19.79 145 43 38.32 24 55 20.62 0 35 30.94
248 0 3 31 14 51 19.79 63 38 42.36 -68 19 7.21 0 35 29.17
249 0 3 31 23 11 19.79 -116 33 22.53 -1 28 15.81 0 35 26.68
250 0 4 1 7 31 19.79 132 48 37.86 16 10 50.03 0 35 23.19
251 0 4 1 15 51 19.79 21 45 4.41 -77 46 20.58 0 35 18.63
252 0 4 2 0 11 19.79 -126 8 2.33 9 56 15.93 0 35 13.43
253 0 4 2 8 31 19.79 122 11 19.35 5 36 18.41 0 35 7.27
254 0 4 2 16 51 19.79 -43 27 7.97 -74 55 27.24 0 35 0.21
255 0 4 3 1 11 19.79 -137 30 10.90 19 49 53.58 0 34 52.64
256 0 4 3 9 31 19.79 113 14 17.86 -6 6 23.60 0 34 44.20
257 0 4 3 17 51 19.79 -71 22 18.08 -63 40 4.73 0 34 35.09
258 0 4 4 2 11 19.79 -151 7 57.31 27 30 6.46 0 34 25.60
259 0 4 4 10 31 19.79 105 18 39.75 -18 28 17.63 0 34 15.38
260 0 4 4 18 51 19.79 -84 31 56.75 -50 55 42.11 0 34 4.73
261 0 4 5 3 11 19.79 -166 56 51.63 32 8 10.66 0 33 53.85
262 0 4 5 11 31 19.79 97 46 1.75 -31 9 22.87 0 33 42.41
263 0 4 5 19 51 19.79 -93 33 5.78 -38 5 2.82 0 33 30.78
264 0 4 6 4 11 19.79 176 7 30.75 33 6 49.25 0 33 19.04
265 0 4 6 12 31 19.79 89 49 7.86 -43 54 28.54 0 33 6.93
266 0 4 6 20 51 19.79 -101 13 51.93 -25 31 31.03 0 32 54.85
267 0 4 7 5 11 19.79 159 52 7.33 30 23 57.12 0 32 42.78
268 0 4 7 13 31 19.79 80 2 33.12 -56 28 9.86 0 32 30.51
269 0 4 7 21 51 19.79 -108 39 50.41 -13 28 12.68 0 32 18.45
270 0 4 8 6 11 19.79 145 39 15.30 24 35 37.49 0 32 6.49
271 0 4 8 14 31 19.79 64 31 54.68 -68 21 16.41 0 31 54.50
272 0 4 8 22 51 19.79 -116 28 37.41 -2 7 10.44 0 31 42.87
273 0 4 9 7 11 19.79 133 50 2.11 16 33 18.25 0 31 31.41
274 0 4 9 15 31 19.79 28 36 45.40 -77 35 38.01 0 31 20.07
275 0 4 9 23 51 19.79 -125 9 50.34 8 17 2.98 0 31 9.20
276 0 4 10 8 11 19.79 124 4 17.80 7 2 23.15 0 30 58.55
277 0 4 10 16 31 19.79 -35 15 31.59 -76 54 49.49 0 30 48.15
278 0 4 11 0 51 19.79 -135 10 44.53 17 24 53.51 0 30 38.29
279 0 4 11 9 11 19.79 115 49 22.25 -3 24 36.04 0 30 28.68
280 0 4 11 17 31 19.79 -67 7 14.05 -67 28 15.96 0 30 19.44
281 0 4 12 1 51 19.79 -146 53 49.45 24 49 59.63 0 30 10.78
282 0 4 12 10 11 19.79 108 33 26.83 -14 26 12.27 0 30 2.40
283 0 4 12 18 31 19.79 -81 18 53.93 -56 7 52.77 0 29 54.49
284 0 4 13 2 51 19.79 -160 25 26.87 30 0 7.54 0 29 47.16
285 0 4 13 11 11 19.79 101 47 10.69 -25 48 25.19 0 29 40.15
286 0 4 13 19 31 19.79 -90 23 18.38 -44 29 11.32 0 29 33.67
287 0 4 14 3 51 19.79 -175 18 37.34 32 24 19.29 0 29 27.78
288 0 4 14 12 11 19.79 94 59 2.41 -37 21 29.64 0 29 22.22
289 0 4 14 20 31 19.79 -97 40 53.93 -32 54 48.99 0 29 17.26
290 0 4 15 4 51 19.79 169 31 11.74 31 46 26.79 0 29 12.87
291 0 4 15 13 11 19.79 87 23 15.70 -48 57 0.69 0 29 8.83
292 0 4 15 21 31 19.79 -104 24 46.55 -21 34 32.96 0 29 5.43
293 0 4 16 5 51 19.79 155 18 6.57 28 15 12.15 0 29 2.57
294 0 4 16 14 11 19.79 77 24 25.43 -60 23 14.32 0 29 0.10
295 0 4 16 22 31 19.79 -111 12 51.44 -10 36 3.75 0 28 58.29
296 0 4 17 6 51 19.79 142 47 43.63 22 19 23.00 0 28 57.00
297 0 4 17 15 11 19.79 60 16 46.15 -71 8 50.02 0 28 56.10
298 0 4 17 23 31 19.79 -118 32 35.66 -0 8 24.35 0 28 55.89
299 0 4 18 7 51 19.79 132 7 18.61 14 33 42.71 0 28 56.17
300 0 4 18 16 11 19.79 18 44 7.54 -78 45 54.78 0 28 56.87
301 0 4 19 0 31 19.79 -126 49 36.94 9 35 40.96 0 28 58.26
302 0 4 19 8 51 19.79 123 0 29.66 5 28 18.88 0 29 0.09
303 0 4 19 17 11 19.79 -41 42 8.83 -76 6 38.58 0 29 2.38
304 0 4 20 1 31 19.79 -136 30 28.17 18 17 23.54 0 29 5.35
305 0 4 20 9 51 19.79 115 2 47.89 -4 34 24.54 0 29 8.72
306 0 4 20 18 11 19.79 -68 52 11.37 -66 23 11.96 0 29 12.57
307 0 4 21 2 31 19.79 -147 59 53.33 25 29 33.09 0 29 17.08
308 0 4 21 10 51 19.79 107 48 40.88 -15 18 47.01 0 29 21.96
309 0 4 21 19 11 19.79 -81 48 25.31 -55 3 49.96 0 29 27.33
310 0 4 22 3 31 19.79 -161 29 14.44 30 36 23.99 0 29 33.33
311 0 4 22 11 51 19.79 100 51 40.91 -26 33 42.53 0 29 39.65
312 0 4 22 20 11 19.79 -90 28 33.56 -43 19 6.77 0 29 46.49
313 0 4 23 4 31 19.79 -176 36 24.27 32 59 45.03 0 29 53.89
314 0 4 23 12 51 19.79 93 39 0.93 -38 10 24.10 0 30 1.57
315 0 4 23 21 11 19.79 -97 40 41.71 -31 28 6.70 0 30 9.77
316 0 4 24 5 31 19.79 167 44 26.28 32 13 56.16 0 30 18.46
317 0 4 24 13 51 19.79 85 16 0.95 -49 59 32.04 0 30 27.38
318 0 4 24 22 11 19.79 -104 31 25.79 -19 40 53.20 0 30 36.80
319 0 4 25 6 31 19.79 152 56 5.80 28 20 5.59 0 30 46.62
320 0 4 25 14 51 19.79 73 34 58.59 -61 44 34.54 0 30 56.60
321 0 4 25 23 11 19.79 -111 39 19.42 -8 7 9.75 0 31 7.06
322 0 4 26 7 31 19.79 139 52 46.78 21 44 20.72 0 31 17.79
323 0 4 26 15 51 19.79 51 38 8.06 -72 32 37.40 0 31 28.62
324 0 4 27 0 11 19.79 -119 36 19.53 2 59 57.42 0 31 39.85
325 0 4 27 8 31 19.79 128 44 30.70 13 2 30.78 0 31 51.21
326 0 4 27 16 51 19.79 -0 47 4.23 -78 8 11.94 0 32 2.59
327 0 4 28 1 11 19.79 -128 56 2.65 13 20 34.75 0 32 14.28
328 0 4 28 9 31 19.79 119 12 57.67 2 47 16.06 0 32 25.91
329 0 4 28 17 51 19.79 -52 14 49.98 -71 59 58.04 0 32 37.49
330 0 4 29 2 11 19.79 -140 15 26.90 22 23 52.90 0 32 49.22
331 0 4 29 10 31 19.79 110 49 25.65 -8 36 7.03 0 33 0.71
332 0 4 29 18 51 19.79 -73 50 50.95 -60 33 5.94 0 33 12.04
333 0 4 30 3 11 19.79 -154 5 48.83 29 24 29.74 0 33 23.35
334 0 4 30 11 31 19.79 103 2 13.00 -20 48 47.88 0 33 34.20
335 0 4 30 19 51 19.79 -85 40 10.75 -47 51 31.53 0 33 44.78
336 0 5 1 4 11 19.79 -170 24 24.32 33 25 34.17 0 33 55.14
337 0 5 1 12 31 19.79 95 14 1.42 -33 35 42.65 0 34 4.84
338 0 5 1 20 51 19.79 -94 27 31.17 -34 49 7.73 0 34 14.14
