# index year month day hour minute second azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec
93 0 2 6 21 57 44.22 -118 11 20.71 -23 30 36.13 0 29 26.99
94 0 2 7 6 17 44.22 -0 56 38.47 67 15 54.93 0 29 28.65
95 0 2 7 14 37 44.22 118 4 38.45 -22 38 19.08 0 29 30.66
96 0 2 7 22 57 44.22 -109 42 7.49 -12 4 43.57 0 29 33.32
97 0 2 8 7 17 44.22 33 8 52.87 64 33 28.68 0 29 36.57
98 0 2 8 15 37 44.22 129 40 26.95 -32 7 57.84 0 29 40.17
99 0 2 8 23 57 44.22 -102 23 36.07 -0 6 55.90 0 29 44.43
100 0 2 9 8 17 44.22 56 45 12.47 56 30 33.31 0 29 49.24
101 0 2 9 16 37 44.22 144 9 35.66 -39 50 47.82 0 29 54.39
102 0 2 10 0 57 44.22 -95 35 56.70 12 10 6.20 0 30 0.22
103 0 2 10 9 17 44.22 71 44 16.82 45 59 57.32 0 30 6.52
104 0 2 10 17 37 44.22 161 59 20.81 -44 46 34.15 0 30 13.17
105 0 2 11 1 57 44.22 -88 42 44.38 24 37 24.80 0 30 20.49
106 0 2 11 10 17 44.22 82 21 54.96 34 27 42.65 0 30 28.21
107 0 2 11 18 37 44.22 -177 57 51.90 -45 53 19.33 0 30 36.27
108 0 2 12 2 57 44.22 -80 58 7.03 37 6 1.66 0 30 44.98
109 0 2 12 11 17 44.22 90 59 50.57 22 29 58.23 0 30 53.99
110 0 2 12 19 37 44.22 -158 32 47.79 -42 49 19.28 0 31 3.35
111 0 2 13 3 57 44.22 -71 1 26.04 49 21 36.14 0 31 13.29
112 0 2 13 12 17 44.22 98 53 55.03 10 25 21.57 0 31 23.45
113 0 2 13 20 37 44.22 -142 5 32.87 -36 11 48.84 0 31 33.92
114 0 2 14 4 57 44.22 -55 48 52.22 60 49 46.51 0 31 44.90
115 0 2 14 13 17 44.22 106 54 4.42 -1 32 2.67 0 31 55.97
116 0 2 14 21 37 44.22 -128 59 6.42 -27 2 34.80 0 32 7.33
117 0 2 15 5 57 44.22 -27 54 14.47 69 43 6.94 0 32 19.07
118 0 2 15 14 17 44.22 115 44 16.71 -13 6 12.23 0 32 30.78
119 0 2 15 22 37 44.22 -118 29 22.49 -16 13 14.59 0 32 42.72
120 0 2 16 6 57 44.22 16 43 18.77 71 23 2.34 0 32 54.88
121 0 2 16 15 17 44.22 126 13 50.08 -23 53 23.18 0 33 6.87
122 0 2 16 23 37 44.22 -109 42 12.00 -4 17 59.37 0 33 19.01
123 0 2 17 7 57 44.22 51 38 54.15 64 8 34.02 0 33 31.16
124 0 2 17 16 17 44.22 139 21 49.52 -33 14 48.25 0 33 43.00
125 0 2 18 0 37 44.22 -101 50 42.60 8 21 24.00 0 33 54.87
126 0 2 18 8 57 44.22 70 30 24.11 52 45 48.74 0 34 6.53
127 0 2 18 17 17 44.22 156 1 27.70 -40 8 58.63 0 34 17.72
128 0 2 19 1 37 44.22 -94 12 14.38 21 29 37.00 0 34 28.80
129 0 2 19 9 57 44.22 82 15 50.06 39 57 28.97 0 34 39.42
130 0 2 19 18 17 44.22 175 57 55.47 -43 16 59.78 0 34 49.41
131 0 2 20 2 37 44.22 -85 56 11.11 34 52 50.82 0 34 59.14
132 0 2 20 10 57 44.22 91 14 47.44 26 37 41.14 0 35 8.14
133 0 2 20 19 17 44.22 -163 17 43.24 -41 43 31.96 0 35 16.41
134 0 2 21 3 37 44.22 -75 36 17.82 48 12 28.63 0 35 24.22
135 0 2 21 11 57 44.22 99 18 11.91 13 10 57.67 0 35 31.08
136 0 2 21 20 17 44.22 -144 57 22.97 -35 45 13.59 0 35 37.11
137 0 2 22 4 37 44.22 -59 49 0.70 60 48 43.79 0 35 42.51
138 0 2 22 12 57 44.22 107 28 32.80 -0 4 6.00 0 35 46.79
139 0 2 22 21 17 44.22 -130 15 55.08 -26 32 16.19 0 35 50.19
140 0 2 23 5 37 44.22 -29 26 55.75 70 35 6.75 0 35 52.82
141 0 2 23 13 57 44.22 116 36 42.90 -12 46 7.57 0 35 54.21
142 0 2 23 22 17 44.22 -118 40 36.10 -15 15 38.81 0 35 54.74
143 0 2 24 6 37 44.22 20 11 57.15 71 43 42.81 0 35 54.41
144 0 2 24 14 57 44.22 127 38 6.79 -24 24 27.15 0 35 52.82
145 0 2 24 23 17 44.22 -109 10 15.13 -2 45 43.01 0 35 50.43
146 0 2 25 7 37 44.22 55 7 12.58 63 5 28.79 0 35 47.14
147 0 2 25 15 57 44.22 141 36 20.07 -34 11 24.92 0 35 42.67
148 0 2 26 0 17 44.22 -100 49 24.37 10 24 46.30 0 35 37.53
149 0 2 26 8 37 44.22 72 52 53.09 50 47 10.83 0 35 31.50
150 0 2 26 16 57 44.22 159 17 26.21 -40 56 43.84 0 35 24.44
151 0 2 27 1 17 44.22 -92 48 54.69 23 53 23.53 0 35 16.86
152 0 2 27 9 37 44.22 84 2 31.90 37 31 53.54 0 35 8.48
153 0 2 27 17 57 44.22 179 51 53.76 -43 22 31.97 0 34 59.28
154 0 2 28 2 17 44.22 -84 13 2.11 37 21 54.42 0 34 49.74
155 0 2 28 10 37 44.22 92 45 11.23 24 9 33.49 0 34 39.50
156 0 2 28 18 57 44.22 -159 46 37.20 -40 56 7.80 0 34 28.70
157 0 2 29 3 17 44.22 -73 29 50.07 50 29 17.93 0 34 17.71
158 0 2 29 11 37 44.22 100 41 41.49 11 2 45.98 0 34 6.18
159 0 2 29 19 57 44.22 -142 34 46.94 -34 23 38.50 0 33 54.34
160 0 3 1 4 17 44.22 -57 7 2.06 62 34 58.20 0 33 42.47
161 0 3 1 12 37 44.22 108 47 39.53 -1 31 57.47 0 33 30.21
162 0 3 1 20 57 44.22 -129 9 29.69 -25 6 59.43 0 33 17.88
163 0 3 2 5 17 44.22 -26 3 25.99 71 35 24.03 0 33 5.64
164 0 3 2 13 37 44.22 117 46 35.06 -13 16 45.81 0 32 53.17
165 0 3 2 21 57 44.22 -118 42 5.92 -14 13 54.55 0 32 40.84
166 0 3 3 6 17 44.22 22 19 23.57 72 20 23.59 0 32 28.70
167 0 3 3 14 37 44.22 128 22 3.21 -23 47 29.60 0 32 16.48
168 0 3 3 22 57 44.22 -110 12 41.64 -2 27 26.51 0 32 4.57
169 0 3 4 7 17 44.22 55 52 31.89 64 25 19.57 0 31 52.92
170 0 3 4 15 37 44.22 141 18 5.57 -32 28 53.33 0 31 41.32
171 0 3 4 23 57 44.22 -102 52 53.81 9 46 55.07 0 31 30.17
172 0 3 5 8 17 44.22 73 15 6.02 53 19 2.35 0 31 19.32
173 0 3 5 16 37 44.22 157 0 16.98 -38 32 38.38 0 31 8.64
174 0 3 6 0 57 44.22 -96 3 50.18 22 13 38.96 0 30 58.52
175 0 3 6 9 17 44.22 84 11 9.49 41 24 0.81 0 30 48.72
176 0 3 6 17 37 44.22 174 52 22.05 -41 7 47.59 0 30 39.20
177 0 3 7 1 57 44.22 -89 7 10.47 34 42 4.83 0 30 30.29
178 0 3 7 10 17 44.22 92 35 54.77 29 22 55.77 0 30 21.72
179 0 3 7 18 37 44.22 -167 4 43.13 -39 49 38.32 0 30 13.52
180 0 3 8 2 57 44.22 -81 9 10.13 47 2 19.76 0 30 5.98
181 0 3 8 11 17 44.22 100 4 34.82 17 33 23.06 0 29 58.77
182 0 3 8 19 37 44.22 -151 0 43.69 -35 1 3.25 0 29 52.03
183 0 3 9 3 57 44.22 -70 19 50.67 58 58 57.37 0 29 45.94
184 0 3 9 12 17 44.22 107 26 55.17 6 6 51.98 0 29 40.19
185 0 3 9 20 37 44.22 -137 49 32.02 -27 35 14.31 0 29 34.97
186 0 3 10 4 57 44.22 -51 29 3.39 69 49 19.51 0 29 30.41
187 0 3 10 13 17 44.22 115 17 58.52 -4 45 4.75 0 29 26.19
188 0 3 10 21 37 44.22 -127 15 28.22 -18 24 27.22 0 29 22.56
189 0 3 11 5 57 44.22 -10 10 0.49 76 40 35.32 0 29 19.55
190 0 3 11 14 17 44.22 124 9 39.08 -14 47 23.50 0 29 16.91
191 0 3 11 22 37 44.22 -118 39 3.96 -8 6 25.66 0 29 14.88
192 0 3 12 6 57 44.22 42 4 57.79 73 38 2.53 0 29 13.46
193 0 3 12 15 17 44.22 134 34 29.48 -23 38 21.58 0 29 12.41
194 0 3 12 23 37 44.22 -111 22 12.69 2 54 44.40 0 29 12.01
195 0 3 13 7 57 44.22 68 7 2.71 64 5 22.71 0 29 12.18
196 0 3 13 16 17 44.22 147 1 37.54 -30 46 52.53 0 29 12.73
197 0 3 14 0 37 44.22 -104 53 22.80 14 24 7.41 0 29 13.96
198 0 3 14 8 57 44.22 81 21 48.09 52 51 21.27 0 29 15.71
199 0 3 14 17 17 44.22 161 39 54.16 -35 32 56.38 0 29 17.86
200 0 3 15 1 37 44.22 -98 44 46.86 26 12 13.26 0 29 20.70
201 0 3 15 9 57 44.22 90 15 52.76 41 11 32.38 0 29 24.01
202 0 3 15 18 17 44.22 177 51 9.47 -37 17 19.27 0 29 27.74
203 0 3 16 2 37 44.22 -92 25 35.76 38 12 15.09 0 29 32.16
204 0 3 16 10 57 44.22 97 33 26.16 29 28 2.70 0 29 37.00
205 0 3 16 19 17 44.22 -165 53 56.08 -35 41 5.28 0 29 42.27
206 0 3 17 3 37 44.22 -85 7 11.78 50 17 35.30 0 29 48.21
207 0 3 17 11 57 44.22 104 22 48.98 17 51 41.05 0 29 54.52
208 0 3 17 20 17 44.22 -151 7 55.52 -30 58 8.39 0 30 1.27
209 0 3 18 4 37 44.22 -74 56 19.71 62 16 37.44 0 30 8.66
210 0 3 18 12 57 44.22 111 23 33.59 6 31 42.77 0 30 16.35
211 0 3 18 21 17 44.22 -138 34 53.68 -23 44 59.34 0 30 24.50
212 0 3 19 5 37 44.22 -55 17 23.97 73 29 43.59 0 30 33.22
213 0 3 19 13 57 44.22 119 7 33.48 -4 20 11.40 0 30 42.17
214 0 3 19 22 17 44.22 -128 10 1.26 -14 40 58.92 0 30 51.58
215 0 3 20 6 37 44.22 -0 37 26.86 79 59 48.42 0 31 1.47
216 0 3 20 14 57 44.22 128 7 33.59 -14 26 37.08 0 31 11.52
217 0 3 20 23 17 44.22 -119 26 10.99 -4 17 20.44 0 31 22.00
218 0 3 21 7 37 44.22 56 15 12.54 73 48 51.61 0 31 32.85
219 0 3 21 15 57 44.22 138 59 32.79 -23 20 32.34 0 31 43.78
220 0 3 22 0 17 44.22 -111 52 27.25 7 4 8.20 0 31 55.10
221 0 3 22 8 37 44.22 76 54 50.87 62 18 44.20 0 32 6.63
222 0 3 22 16 57 44.22 152 15 44.25 -30 21 32.92 0 32 18.15
223 0 3 23 1 17 44.22 -104 59 29.75 19 8 38.64 0 32 29.97
224 0 3 23 9 37 44.22 87 37 56.64 49 45 45.45 0 32 41.84
225 0 3 23 17 57 44.22 167 59 59.46 -34 37 9.70 0 32 53.59
226 0 3 24 2 17 44.22 -98 16 53.12 31 45 30.71 0 33 5.52
227 0 3 24 10 37 44.22 95 30 1.98 36 54 47.50 0 33 17.30
228 0 3 24 18 57 44.22 -174 46 52.46 -35 18 29.27 0 33 28.84
229 0 3 25 3 17 44.22 -91 2 31.57 44 45 28.68 0 33 40.41
230 0 3 25 11 37 44.22 102 33 28.43 24 1 43.79 0 33 51.60
231 0 3 25 19 57 44.22 -157 59 34.53 -32 8 24.09 0 34 2.43
232 0 3 26 4 17 44.22 -81 48 20.11 57 56 32.94 0 34 13.12
233 0 3 26 12 37 44.22 109 43 46.49 11 19 9.56 0 34 23.19
234 0 3 26 20 57 44.22 -143 14 52.19 -25 33 1.60 0 34 32.78
235 0 3 27 5 17 44.22 -65 38 8.29 70 48 34.83 0 34 42.01
236 0 3 27 13 37 44.22 117 40 11.59 -0 57 11.15 0 34 50.41
237 0 3 27 21 57 44.22 -131 1 16.65 -16 21 28.38 0 34 58.22
238 0 3 28 6 17 44.22 -16 42 37.88 80 18 42.68 0 35 5.46
239 0 3 28 14 37 44.22 127 1 27.91 -12 24 12.74 0 35 11.69
240 0 3 28 22 57 44.22 -120 57 49.37 -5 21 10.74 0 35 17.24
241 0 3 29 7 17 44.22 54 23 28.13 75 8 43.93 0 35 22.02
242 0 3 29 15 37 44.22 138 30 6.20 -22 26 47.03 0 35 25.67
243 0 3 29 23 57 44.22 -112 27 41.22 6 51 31.75 0 35 28.59
244 0 3 30 8 17 44.22 77 28 37.74 62 32 10.33 0 35 30.59
245 0 3 30 16 37 44.22 152 42 58.06 -30 13 42.17 0 35 31.40
246 0 3 31 0 57 44.22 -104 53 32.74 19 50 34.98 0 35 31.48
247 0 3 31 9 17 44.22 88 31 23.44 48 55 6.78 0 35 30.53
248 0 3 31 17 37 44.22 169 36 59.64 -34 41 53.17 0 35 28.45
249 0 4 1 1 57 44.22 -97 37 18.88 33 16 42.71 0 35 25.67
250 0 4 1 10 17 44.22 96 33 4.65 35 14 13.71 0 35 21.84
251 0 4 1 18 37 44.22 -172 13 24.57 -35 1 18.59 0 35 17.00
252 0 4 2 2 57 44.22 -89 47 28.47 46 53 53.79 0 35 11.53
253 0 4 2 11 17 44.22 103 47 4.11 21 49 20.81 0 35 5.07
254 0 4 2 19 37 44.22 -155 8 24.89 -31 10 32.62 0 34 57.78
255 0 4 3 3 57 44.22 -79 34 22.71 60 24 3.42 0 34 49.97
256 0 4 3 12 17 44.22 111 9 18.80 8 55 34.33 0 34 41.29
257 0 4 3 20 37 44.22 -140 41 55.07 -23 58 23.94 0 34 32.00
258 0 4 4 4 57 44.22 -60 26 16.55 73 5 30.56 0 34 22.32
259 0 4 4 13 17 44.22 119 17 4.03 -3 10 25.26 0 34 11.92
260 0 4 4 21 37 44.22 -129 3 43.98 -14 28 51.34 0 34 1.16
261 0 4 5 5 57 44.22 -1 24 54.82 80 41 59.91 0 33 50.15
262 0 4 5 14 17 44.22 128 44 25.35 -14 7 0.66 0 33 38.60
263 0 4 5 22 37 44.22 -119 39 34.17 -3 34 10.28 0 33 26.91
264 0 4 6 6 57 44.22 59 19 46.96 73 39 43.33 0 33 15.10
265 0 4 6 15 17 44.22 140 4 43.07 -23 24 31.36 0 33 2.94
266 0 4 6 23 37 44.22 -111 48 2.40 8 10 16.61 0 32 50.86
267 0 4 7 7 57 44.22 78 51 30.34 61 33 55.41 0 32 38.76
268 0 4 7 16 17 44.22 153 40 41.96 -30 23 44.28 0 32 26.50
269 0 4 8 0 37 44.22 -104 52 36.74 20 21 56.98 0 32 14.49
270 0 4 8 8 57 44.22 88 56 50.04 48 55 56.34 0 32 2.55
271 0 4 8 17 17 44.22 169 19 20.34 -34 21 17.02 0 31 50.62
272 0 4 9 1 37 44.22 -98 19 55.88 32 46 20.55 0 31 39.07
273 0 4 9 9 57 44.22 96 24 17.08 36 25 14.71 0 31 27.67
274 0 4 9 18 17 44.22 -174 10 32.18 -34 47 18.09 0 31 16.42
275 0 4 10 2 37 44.22 -91 30 37.58 45 13 12.64 0 31 5.66
276 0 4 10 10 57 44.22 103 3 19.68 24 14 22.34 0 30 55.10
277 0 4 10 19 17 44.22 -158 32 49.26 -31 45 36.40 0 30 44.83
278 0 4 11 3 37 44.22 -83 14 17.92 57 32 45.73 0 30 35.09
279 0 4 11 11 57 44.22 109 40 37.85 12 31 33.93 0 30 25.60
280 0 4 11 20 17 44.22 -145 0 1.49 -25 52 32.67 0 30 16.51
281 0 4 12 4 37 44.22 -70 10 5.25 69 26 24.17 0 30 8.00
282 0 4 12 12 57 44.22 116 45 57.00 1 25 39.42 0 29 59.75
283 0 4 12 21 17 44.22 -133 46 48.24 -17 55 20.29 0 29 52.00
284 0 4 13 5 37 44.22 -36 46 34.46 79 26 19.34 0 29 44.83
285 0 4 13 13 57 44.22 124 45 17.66 -8 51 28.16 0 29 37.97
286 0 4 13 22 17 44.22 -124 32 5.50 -8 34 17.17 0 29 31.66
287 0 4 14 6 37 44.22 38 28 46.91 79 17 56.34 0 29 25.93
288 0 4 14 14 57 44.22 134 5 5.42 -18 2 35.52 0 29 20.53
289 0 4 14 23 17 44.22 -116 45 2.90 1 42 6.44 0 29 15.75
290 0 4 15 7 37 44.22 70 49 46.23 69 23 48.53 0 29 11.52
292 0 4 16 0 17 44.22 -109 56 28.79 12 35 10.48 0 29 4.44
293 0 4 16 8 37 44.22 83 34 4.70 57 51 41.69 0 29 1.75
294 0 4 16 16 57 44.22 158 15 0.77 -31 19 50.09 0 28 59.45
295 0 4 17 1 17 44.22 -103 40 9.85 23 52 51.22 0 28 57.83
296 0 4 17 9 37 44.22 91 34 29.93 46 4 34.95 0 28 56.69
297 0 4 17 17 57 44.22 173 1 15.49 -34 17 40.33 0 28 55.98
298 0 4 18 2 17 44.22 -97 29 5.55 35 26 58.56 0 28 55.96
299 0 4 18 10 37 44.22 98 3 56.02 34 19 7.34 0 28 56.39
300 0 4 18 18 57 44.22 -171 32 13.16 -34 11 44.04 0 28 57.28
301 0 4 19 3 17 44.22 -90 45 58.84 47 10 57.62 0 28 58.85
302 0 4 19 11 37 44.22 104 8 39.06 22 42 39.88 0 29 0.84
303 0 4 19 19 57 44.22 -156 48 51.53 -31 2 21.12 0 29 3.31
304 0 4 20 4 17 44.22 -82 15 39.34 58 56 34.25 0 29 6.46
305 0 4 20 12 37 44.22 110 23 17.42 11 21 41.52 0 29 9.98
306 0 4 20 20 57 44.22 -143 48 15.98 -25 14 36.52 0 29 14.02
307 0 4 21 5 17 44.22 -68 9 21.91 70 23 11.66 0 29 18.70
308 0 4 21 13 37 44.22 117 14 24.37 0 24 42.15 0 29 23.72
309 0 4 21 21 57 44.22 -132 46 0.98 -17 23 51.88 0 29 29.28
310 0 4 22 6 17 44.22 -30 50 38.63 79 41 41.10 0 29 35.44
311 0 4 22 14 37 44.22 125 8 58.84 -9 55 26.49 0 29 41.90
312 0 4 22 22 57 44.22 -123 27 26.97 -8 2 27.69 0 29 48.91
313 0 4 23 7 17 44.22 41 33 36.73 78 10 52.86 0 29 56.46
314 0 4 23 15 37 44.22 134 37 52.46 -19 18 33.76 0 30 4.27
315 0 4 23 23 57 44.22 -115 26 51.74 2 25 9.39 0 30 12.63
316 0 4 24 8 17 44.22 71 0 34.28 67 46 23.48 0 30 21.44
317 0 4 24 16 37 44.22 146 13 49.32 -27 13 36.10 0 30 30.48
318 0 4 25 0 57 44.22 -108 17 10.28 13 41 51.75 0 30 40.05
319 0 4 25 9 17 44.22 83 28 34.54 55 42 34.54 0 30 49.96
320 0 4 25 17 37 44.22 160 17 38.66 -32 56 40.13 0 31 0.06
321 0 4 26 1 57 44.22 -101 30 59.64 25 35 36.64 0 31 10.63
322 0 4 26 10 17 44.22 91 40 23.47 43 13 33.70 0 31 21.42
323 0 4 26 18 37 44.22 176 28 7.47 -35 37 25.76 0 31 32.34
324 0 4 27 2 57 44.22 -94 35 17.36 37 57 2.82 0 31 43.65
325 0 4 27 11 17 44.22 98 33 49.76 30 37 13.27 0 31 55.04
326 0 4 27 19 37 44.22 -166 39 35.13 -34 40 13.33 0 32 6.47
327 0 4 28 3 57 44.22 -86 34 30.26 50 36 38.20 0 32 18.20
328 0 4 28 12 17 44.22 105 15 21.91 18 3 56.11 0 32 29.82
329 0 4 28 20 37 44.22 -150 56 18.06 -30 6 44.00 0 32 41.40
330 0 4 29 4 57 44.22 -75 8 53.23 63 17 55.00 0 32 53.12
331 0 4 29 13 17 44.22 112 24 25.05 5 45 3.25 0 33 4.54
332 0 4 29 21 37 44.22 -137 28 21.29 -22 32 58.17 0 33 15.83
333 0 4 30 5 57 44.22 -51 7 0.88 75 1 54.74 0 33 27.06
334 0 4 30 14 17 44.22 120 35 59.72 -6 3 10.34 0 33 37.80
335 0 4 30 22 37 44.22 -126 20 4.55 -12 45 32.27 0 33 48.28
336 0 5 1 6 57 44.22 16 6 55.01 79 33 42.71 0 33 58.50
337 0 5 1 15 17 44.22 130 29 16.88 -16 55 27.56 0 34 8.02
338 0 5 1 23 37 44.22 -117 2 55.55 -1 24 24.79 0 34 17.17
339 0 5 2 7 57 44.22 63 41 44.62 70 23 8.23 0 34 25.81
340 0 5 2 16 17 44.22 142 47 54.36 -26 12 18.71 0 34 33.60
341 0 5 3 0 37 44.22 -109 0 39.72 11 0 52.40 0 34 40.89
342 0 5 3 8 57 44.22 80 40 56.85 57 27 4.24 0 34 47.44
