# index year month day hour minute seconad azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec phase
21 0 1 8 21 9 13.76 -44 29 17.68 19 29 7.85 0 31 32.77 0.453
22 0 1 9 5 29 13.76 62 4 19.91 0 1 22.00 0 31 30.20 0.428
23 0 1 9 13 49 13.76 -120 3 32.37 -74 36 15.74 0 31 7.92 0.382
24 0 1 9 22 9 13.76 -43 57 49.54 19 46 35.25 0 31 57.01 0.342
25 0 1 10 6 29 13.76 62 40 26.53 -0 6 51.42 0 31 53.51 0.317
26 0 1 10 14 49 13.76 -121 52 26.50 -73 43 31.69 0 31 30.12 0.273
27 0 1 10 23 9 13.76 -44 39 33.61 21 7 12.57 0 32 20.02 0.236
28 0 1 11 7 29 13.76 64 29 47.93 0 42 18.94 0 32 15.03 0.204
29 0 1 11 15 49 13.76 -127 10 57.64 -71 46 38.68 0 31 49.70 0.149
30 0 1 12 0 9 13.76 -46 18 30.71 23 41 59.91 0 32 40.24 0.110
31 0 1 15 3 9 13.76 -54 47 19.35 37 50 47.34 0 33 9.28 0.000
32 0 1 15 11 29 13.76 83 35 44.23 7 19 59.30 0 32 50.73 0.000
33 0 1 15 19 49 13.76 -144 22 26.13 -51 53 19.79 0 32 17.61 0.000
34 0 1 16 4 9 13.76 -58 33 41.72 43 33 5.87 0 33 5.22 0.002
36 0 1 16 20 49 13.76 -146 1 41.83 -45 41 4.13 0 32 9.31 0.013
37 0 1 17 5 9 13.76 -62 52 44.16 48 58 15.76 0 32 54.27 0.024
38 0 1 17 13 29 13.76 95 49 28.28 10 2 51.31 0 32 28.61 0.034
39 0 1 17 21 49 13.76 -147 15 28.85 -39 56 14.03 0 31 55.56 0.057
40 0 1 18 6 9 13.76 -67 39 59.29 53 40 19.84 0 32 37.47 0.082
41 0 1 18 14 29 13.76 101 5 35.63 11 5 26.20 0 32 9.60 0.103
42 0 1 18 22 49 13.76 -148 11 16.00 -35 1 50.43 0 31 37.46 0.147
43 0 1 19 7 9 13.76 -72 31 3.23 57 22 36.95 0 32 16.37 0.191
44 0 1 19 15 29 13.76 105 20 20.98 11 51 1.82 0 31 47.32 0.224
45 0 1 19 23 49 13.76 -148 46 31.68 -31 13 59.61 0 31 16.41 0.269
46 0 1 20 8 9 13.76 -76 37 6.98 60 2 42.62 0 31 52.78 0.304
47 0 1 20 16 29 13.76 108 22 30.73 12 10 49.59 0 31 23.33 0.329
48 0 1 21 0 49 13.76 -148 51 8.43 -28 40 13.88 0 30 53.88 0.374
49 0 1 21 9 9 13.76 -78 57 23.75 61 52 34.31 0 31 28.47 0.411
50 0 1 21 17 29 13.76 110 10 8.44 11 52 23.49 0 30 59.11 0.437
51 0 1 22 1 49 13.76 -148 10 35.71 -27 18 44.46 0 30 31.32 0.483
52 0 1 22 10 9 13.76 -78 40 41.76 63 11 19.97 0 31 5.04 0.519
53 0 1 22 18 29 13.76 110 50 29.27 10 42 30.20 0 30 35.90 0.544
54 0 1 23 2 49 13.76 -146 29 44.35 -26 58 54.37 0 30 10.05 0.590
55 0 1 23 11 9 13.76 -75 16 27.08 64 14 36.27 0 30 43.77 0.623
56 0 1 23 19 29 13.76 110 37 54.33 8 30 41.57 0 30 14.70 0.648
57 0 1 24 3 49 13.76 -143 36 27.92 -27 23 17.05 0 29 51.21 0.690
58 0 1 24 12 9 13.76 -68 32 37.77 65 6 15.41 0 30 25.60 0.720
59 0 1 24 20 29 13.76 109 49 52.95 5 12 8.03 0 29 56.32 0.742
60 0 1 25 4 49 13.76 -139 24 47.55 -28 10 40.53 0 29 35.69 0.780
61 0 1 25 13 9 13.76 -58 36 13.42 65 35 26.41 0 30 11.18 0.806
62 0 1 25 21 29 13.76 108 42 30.04 0 48 52.87 0 29 41.37 0.825
63 0 1 26 5 49 13.76 -133 56 58.58 -28 59 46.71 0 29 24.17 0.857
64 0 1 26 14 9 13.76 -46 7 23.03 65 19 52.09 0 30 0.92 0.878
65 0 1 26 22 29 13.76 107 27 2.50 -4 30 38.66 0 29 30.34 0.894
66 0 1 27 6 49 13.76 -127 24 13.99 -29 32 54.06 0 29 17.10 0.919
67 0 1 27 15 9 13.76 -32 31 59.23 63 56 29.59 0 29 55.04 0.935
68 0 1 27 23 29 13.76 106 8 38.70 -10 33 12.07 0 29 23.57 0.947
69 0 1 28 7 49 13.76 -120 5 30.68 -29 39 5.22 0 29 14.76 0.965
70 0 1 28 16 9 13.76 -19 37 29.19 61 15 20.06 0 29 53.61 0.974
71 0 1 29 0 29 13.76 104 46 43.44 -17 2 22.67 0 29 21.30 0.982
72 0 1 29 8 49 13.76 -112 24 15.34 -29 15 48.80 0 29 17.21 0.992
73 0 1 29 17 9 13.76 -8 41 22.24 57 25 14.89 0 29 56.60 0.996
74 0 1 30 1 29 13.76 103 16 22.92 -23 39 48.19 0 29 23.67 0.999
75 0 1 30 9 49 13.76 -104 44 23.46 -28 28 35.07 0 29 24.37 1.000
76 0 1 30 18 9 13.76 -0 9 34.73 52 48 17.43 0 30 3.90 0.999
77 0 1 31 2 29 13.76 101 30 29.18 -30 5 53.45 0 29 30.66 0.996
78 0 1 31 10 49 13.76 -97 27 28.99 -27 28 27.85 0 29 35.96 0.988
79 0 1 31 19 9 13.76 6 6 23.07 47 51 27.39 0 30 15.33 0.981
80 0 2 1 3 29 13.76 99 22 49.17 -36 0 31.78 0 29 42.10 0.973
81 0 2 1 11 49 13.76 -90 52 7.20 -26 28 19.95 0 29 51.58 0.957
82 0 2 1 20 9 13.76 10 27 35.95 43 2 0.06 0 30 30.59 0.944
83 0 2 2 4 29 13.76 96 53 6.52 -41 4 25.10 0 29 57.62 0.930
84 0 2 2 12 49 13.76 -85 14 51.86 -25 38 52.56 0 30 10.61 0.905
85 0 2 2 21 9 13.76 13 17 8.82 38 45 42.78 0 30 49.26 0.888
86 0 2 3 5 29 13.76 94 13 38.73 -45 1 44.95 0 30 16.61 0.867
88 0 2 3 22 9 13.76 14 58 0.72 35 25 53.51 0 31 10.73 0.812
89 0 2 4 6 29 13.76 91 53 45.84 -47 44 5.95 0 30 38.17 0.786
90 0 2 4 14 49 13.76 -77 55 5.31 -24 43 54.16 0 30 55.69 0.745
91 0 2 4 23 9 13.76 15 54 10.81 33 21 46.40 0 31 34.12 0.720
92 0 2 5 7 29 13.76 90 35 36.10 -49 13 27.67 0 31 1.15 0.689
93 0 2 5 15 49 13.76 -76 36 35.21 -24 23 28.32 0 31 19.64 0.642
94 0 2 6 0 9 13.76 16 31 47.17 32 46 13.42 0 31 58.28 0.614
95 0 2 6 8 29 13.76 90 59 40.90 -49 41 14.47 0 31 24.09 0.579
96 0 2 6 16 49 13.76 -76 57 59.97 -23 44 58.27 0 31 42.87 0.529
97 0 2 7 1 9 13.76 17 18 54.14 33 43 19.50 0 32 21.74 0.499
98 0 2 7 9 29 13.76 93 29 35.49 -49 22 34.54 0 31 45.38 0.462
99 0 2 7 17 49 13.76 -78 50 27.47 -22 27 9.60 0 32 3.97 0.412
100 0 2 8 2 9 13.76 18 43 52.08 36 6 51.97 0 32 42.80 0.382
101 0 2 8 10 29 13.76 98 5 36.16 -48 29 29.05 0 32 3.35 0.345
102 0 2 8 18 49 13.76 -81 53 49.31 -20 13 6.03 0 32 21.51 0.297
103 0 2 9 3 9 13.76 21 12 58.73 39 40 30.69 0 32 59.66 0.269
104 0 2 9 11 29 13.76 104 26 55.70 -47 7 10.77 0 32 16.50 0.235
105 0 2 9 19 49 13.76 -85 41 39.71 -16 56 33.08 0 32 34.15 0.173
106 0 2 10 4 9 13.76 25 8 15.37 43 59 43.05 0 33 10.69 0.141
107 0 2 10 12 29 13.76 111 57 29.74 -45 15 12.99 0 32 23.69 0.106
108 0 2 10 20 49 13.76 -89 49 2.15 -12 44 55.58 0 32 40.84 0.069
109 0 2 11 5 9 13.76 30 44 48.94 48 34 57.04 0 33 14.71 0.051
110 0 2 11 13 29 13.76 119 53 12.09 -42 52 15.93 0 32 24.34 0.033
111 0 2 11 21 49 13.76 -93 57 54.78 -7 57 29.11 0 32 40.96 0.017
112 0 2 12 6 9 13.76 38 6 1.54 52 55 50.30 0 33 11.27 0.010
113 0 2 12 14 29 13.76 127 30 40.30 -40 1 32.26 0 32 18.44 0.005
114 0 2 12 22 49 13.76 -97 57 15.25 -3 0 9.54 0 32 34.44 0.001
115 0 2 13 7 9 13.76 46 55 17.94 56 36 12.07 0 33 0.68 0.000
116 0 2 13 15 29 13.76 134 15 39.61 -36 53 51.19 0 32 6.60 0.000
117 0 2 13 23 49 13.76 -101 39 8.19 1 40 35.94 0 32 21.85 0.000
118 0 2 14 8 9 13.76 56 28 28.88 59 19 24.15 0 32 44.01 0.001
119 0 2 14 16 29 13.76 139 47 55.67 -33 47 8.63 0 31 49.86 0.003
120 0 2 15 0 49 13.76 -104 54 16.63 5 43 18.70 0 32 4.28 0.008
121 0 2 15 9 9 13.76 65 37 34.27 61 1 27.41 0 32 22.84 0.013
122 0 2 15 17 29 13.76 144 1 37.17 -31 3 21.10 0 31 29.53 0.023
123 0 2 16 1 49 13.76 -107 29 42.67 8 55 30.27 0 31 43.20 0.041
124 0 2 16 10 9 13.76 73 11 21.98 61 48 21.21 0 31 58.95 0.054
125 0 2 16 18 29 13.76 147 2 49.72 -29 4 26.47 0 31 7.05 0.076
126 0 2 17 2 49 13.76 -109 9 48.04 11 15 33.41 0 31 20.29 0.112
127 0 2 17 11 9 13.76 78 20 20.22 61 47 55.76 0 31 34.09 0.136
128 0 2 17 19 29 13.76 149 6 20.39 -28 8 45.25 0 30 43.82 0.173
129 0 2 18 3 49 13.76 -109 39 50.08 12 51 48.53 0 30 57.18 0.229
130 0 2 18 12 9 13.76 80 49 40.27 61 2 6.97 0 31 9.77 0.252
131 0 2 18 20 29 13.76 150 32 23.85 -28 28 19.18 0 30 21.13 0.284
132 0 2 19 4 49 13.76 -108 49 58.35 13 59 7.89 0 30 35.35 0.326
133 0 2 19 13 9 13.76 80 59 13.08 59 25 5.47 0 30 47.22 0.349
134 0 2 19 21 29 13.76 151 43 39.16 -30 7 27.40 0 30 0.11 0.384
135 0 2 20 5 49 13.76 -106 37 22.66 14 54 11.17 0 30 16.00 0.427
136 0 2 20 14 9 13.76 79 33 46.63 56 47 49.35 0 30 27.35 0.450
137 0 2 20 22 29 13.76 153 2 34.28 -33 2 47.26 0 29 41.70 0.486
138 0 2 21 6 49 13.76 -103 5 55.56 15 50 57.00 0 30 0.06 0.529
139 0 2 21 15 9 13.76 77 24 56.02 53 4 56.28 0 30 10.84 0.551
140 0 2 21 23 29 13.76 154 49 51.89 -37 4 25.09 0 29 26.67 0.587
141 0 2 22 7 49 13.76 -98 24 20.68 16 57 37.25 0 29 48.17 0.628
142 0 2 22 16 9 13.76 75 12 23.76 48 18 53.90 0 29 58.12 0.649
143 0 2 23 0 29 13.76 157 24 21.04 -41 57 40.99 0 29 15.61 0.683
144 0 2 23 8 49 13.76 -92 44 6.91 18 15 18.77 0 29 40.74 0.720
145 0 2 23 17 9 13.76 73 16 1.18 42 39 45.89 0 29 49.50 0.740
146 0 2 24 1 29 13.76 161 4 10.04 -47 24 48.13 0 29 8.94 0.771
147 0 2 24 9 49 13.76 -86 18 11.53 19 38 27.39 0 29 37.96 0.803
148 0 2 24 18 9 13.76 71 39 18.93 36 22 37.52 0 29 45.18 0.821
149 0 2 25 2 29 13.76 166 8 48.15 -53 6 1.19 0 29 6.95 0.848
150 0 2 25 10 49 13.76 -79 20 59.67 20 56 37.85 0 29 39.84 0.875
151 0 2 25 19 9 13.76 70 16 59.26 29 45 9.61 0 29 45.27 0.889
152 0 2 26 3 29 13.76 173 0 47.39 -58 40 10.65 0 29 9.73 0.911
153 0 2 26 11 49 13.76 -72 9 22.95 21 57 30.76 0 29 46.26 0.932
154 0 2 26 20 9 13.76 69 1 3.37 23 6 13.04 0 29 49.80 0.943
155 0 2 27 4 29 13.76 -177 55 46.18 -63 45 6.09 0 29 17.23 0.959
156 0 2 27 12 49 13.76 -65 3 35.79 22 30 32.20 0 29 57.00 0.973
157 0 2 27 21 9 13.76 67 44 37.55 16 45 5.55 0 29 58.70 0.980
158 0 2 28 5 29 13.76 -166 26 36.59 -67 58 54.58 0 29 29.20 0.989
159 0 2 28 13 49 13.76 -58 26 48.41 22 30 35.67 0 30 11.68 0.996
160 0 2 28 22 9 13.76 66 24 16.82 11 0 53.43 0 30 11.78 0.998
161 0 2 29 6 29 13.76 -152 56 52.35 -71 4 18.71 0 29 45.20 1.000
162 0 2 29 14 49 13.76 -52 42 33.53 22 0 46.40 0 30 29.85 0.998
163 0 2 29 23 9 13.76 65 1 57.45 6 11 23.33 0 30 28.67 0.996
164 0 3 1 7 29 13.76 -139 4 33.44 -72 56 37.99 0 30 4.57 0.989
165 0 3 1 15 49 13.76 -48 10 48.48 21 13 10.72 0 30 50.88 0.979
166 0 3 2 0 9 13.76 63 46 19.67 2 31 4.78 0 30 48.76 0.972
167 0 3 2 8 29 13.76 -127 21 58.21 -73 48 25.51 0 30 26.41 0.956
168 0 3 2 16 49 13.76 -45 4 13.89 20 27 28.26 0 31 13.99 0.938
169 0 3 3 1 9 13.76 62 52 50.68 0 8 33.25 0 31 11.17 0.926
170 0 3 3 9 29 13.76 -119 58 40.74 -73 59 47.61 0 30 49.61 0.900
171 0 3 3 17 49 13.76 -43 26 11.05 20 7 28.34 0 31 38.21 0.875
172 0 3 4 2 9 13.76 62 41 26.54 -0 55 52.82 0 31 34.67 0.857
173 0 3 4 10 29 13.76 -117 51 34.84 -73 39 56.97 0 31 12.83 0.823
174 0 3 4 18 49 13.76 -43 10 44.46 20 36 34.21 0 32 2.32 0.790
175 0 3 5 3 9 13.76 63 31 51.56 -0 51 1.39 0 31 57.74 0.768
176 0 3 5 11 29 13.76 -120 34 45.25 -72 37 15.92 0 31 34.61 0.726
177 0 3 5 19 49 13.76 -44 4 46.40 22 12 47.92 0 32 24.89 0.688
178 0 3 6 4 9 13.76 65 38 10.71 0 6 51.15 0 32 18.63 0.662
179 0 3 6 12 29 13.76 -126 15 27.61 -70 27 11.42 0 31 53.46 0.615
180 0 3 6 20 49 13.76 -45 51 48.72 25 4 41.89 0 32 44.34 0.574
181 0 3 7 5 9 13.76 69 4 45.65 1 37 46.91 0 32 35.55 0.545
182 0 3 7 13 29 13.76 -132 23 5.69 -66 53 21.26 0 32 7.99 0.495
183 0 3 7 21 49 13.76 -48 16 49.99 29 9 6.73 0 32 59.08 0.452
184 0 3 8 6 9 13.76 73 44 47.22 3 22 41.60 0 32 46.90 0.423
185 0 3 8 14 29 13.76 -137 21 12.98 -62 1 16.78 0 32 17.09 0.373
186 0 3 8 22 49 13.76 -51 10 22.77 34 11 31.41 0 33 7.74 0.333
187 0 3 9 7 9 13.76 79 21 18.79 5 7 10.28 0 32 51.56 0.304
188 0 3 9 15 29 13.76 -140 51 54.13 -56 13 56.45 0 32 20.02 0.259
189 0 3 9 23 49 13.76 -54 30 23.95 39 48 33.59 0 33 9.40 0.217
190 0 3 10 8 9 13.76 85 30 6.75 6 43 7.57 0 32 49.06 0.181
191 0 3 10 16 29 13.76 -143 15 57.56 -50 1 23.11 0 32 16.57 0.130
192 0 3 11 0 49 13.76 -58 20 42.27 45 31 44.93 0 33 3.83 0.094
193 0 3 11 9 9 13.76 91 43 25.47 8 7 52.77 0 32 39.71 0.074
194 0 3 11 17 29 13.76 -144 58 27.75 -43 53 59.65 0 32 7.07 0.046
195 0 3 12 1 49 13.76 -62 45 6.76 50 51 55.54 0 32 51.52 0.029
196 0 3 12 10 9 13.76 97 33 46.79 9 21 10.82 0 32 24.44 0.020
197 0 3 12 18 29 13.76 -146 15 46.58 -38 19 0.78 0 31 52.32 0.009
198 0 3 13 2 49 13.76 -67 36 46.19 55 24 24.48 0 32 33.65 0.004
199 0 3 13 11 9 13.76 102 37 20.75 10 21 33.32 0 32 4.64 0.002
200 0 3 13 19 29 13.76 -147 13 23.42 -33 38 13.94 0 31 33.49 0.000
201 0 3 14 3 49 13.76 -72 26 9.43 58 54 55.38 0 32 11.86 0.000
202 0 3 14 12 9 13.76 106 36 37.05 11 3 36.44 0 31 41.89 0.000
203 0 3 14 20 29 13.76 -147 47 13.65 -30 6 0.84 0 31 12.00 0.001
204 0 3 15 4 49 13.76 -76 18 51.97 61 24 6.76 0 31 47.95 0.002
205 0 3 15 13 9 13.76 109 22 25.33 11 17 20.54 0 31 17.77 0.004
206 0 3 15 21 29 13.76 -147 46 12.89 -27 47 48.26 0 30 49.35 0.011
207 0 3 16 5 49 13.76 -78 11 39.28 63 6 13.78 0 31 23.69 0.020
208 0 3 16 14 9 13.76 110 54 57.66 10 49 42.93 0 30 53.68 0.027
209 0 3 16 22 29 13.76 -146 55 41.17 -26 39 38.92 0 30 26.96 0.046
210 0 3 17 6 49 13.76 -77 14 33.00 64 20 34.18 0 31 0.60 0.065
211 0 3 17 15 9 13.76 111 23 17.23 9 27 45.00 0 30 30.82 0.081
212 0 3 17 23 29 13.76 -145 1 12.67 -26 29 7.05 0 30 6.12 0.116
213 0 3 18 7 49 13.76 -72 59 23.31 65 20 33.28 0 30 39.89 0.147
214 0 3 18 16 9 13.76 111 2 44.72 7 2 1.66 0 30 10.16 0.173
215 0 3 19 0 29 13.76 -141 52 12.78 -26 57 37.21 0 29 47.91 0.227
216 0 3 19 8 49 13.76 -65 17 12.40 66 6 18.65 0 30 22.44 0.256
217 0 3 19 17 9 13.76 110 10 45.96 3 29 14.03 0 29 52.45 0.278
218 0 3 20 1 29 13.76 -137 24 49.90 -27 43 42.05 0 29 33.20 0.319
219 0 3 20 9 49 13.76 -54 22 43.12 66 23 2.39 0 30 8.84 0.348
220 0 3 20 18 9 13.76 109 2 29.25 -1 7 3.03 0 29 38.29 0.372
221 0 3 21 2 29 13.76 -131 43 40.71 -28 26 46.63 0 29 22.60 0.415
222 0 3 21 10 49 13.76 -41 12 11.45 65 46 31.46 0 29 59.46 0.444
223 0 3 21 19 9 13.76 107 47 48.71 -6 37 11.29 0 29 28.13 0.470
224 0 3 22 3 29 13.76 -125 2 2.34 -28 50 45.86 0 29 16.54 0.513
225 0 3 22 11 49 13.76 -27 27 54.64 63 56 8.68 0 29 54.48 0.542
226 0 3 22 20 9 13.76 106 30 29.90 -12 47 7.39 0 29 22.29 0.568
227 0 3 23 4 29 13.76 -117 40 3.86 -28 46 52.77 0 29 15.22 0.610
228 0 3 23 12 49 13.76 -14 57 17.79 60 47 52.16 0 29 53.94 0.638
229 0 3 23 21 9 13.76 105 8 49.32 -19 19 57.38 0 29 21.00 0.663
230 0 3 24 5 29 13.76 -110 1 14.57 -28 14 48.30 0 29 18.70 0.703
231 0 3 24 13 49 13.76 -4 42 15.65 56 35 54.15 0 29 57.80 0.729
232 0 3 24 22 9 13.76 103 37 5.13 -25 57 1.62 0 29 24.36 0.752
233 0 3 25 6 29 13.76 -102 28 38.99 -27 21 42.75 0 29 26.83 0.789
234 0 3 25 14 49 13.76 3 6 18.71 51 44 43.33 0 30 5.94 0.811
235 0 3 25 23 9 13.76 101 47 49.13 -32 18 35.01 0 29 32.32 0.833
236 0 3 26 7 29 13.76 -95 22 45.59 -26 19 24.59 0 29 39.32 0.864
237 0 3 26 15 49 13.76 8 44 15.49 46 41 35.90 0 30 18.17 0.883
238 0 3 27 0 9 13.76 99 35 16.16 -38 4 31.51 0 29 44.66 0.901
239 0 3 27 8 29 13.76 -89 1 22.73 -25 20 29.67 0 29 55.72 0.926
240 0 3 27 16 49 13.76 12 34 40.47 41 53 13.12 0 30 34.15 0.940
241 0 3 28 1 9 13.76 97 0 59.41 -42 55 57.67 0 30 0.98 0.953
242 0 3 28 9 29 13.76 -83 40 43.18 -24 34 27.26 0 30 15.39 0.971
243 0 3 28 17 49 13.76 15 0 45.17 37 44 32.16 0 30 53.44 0.979
244 0 3 29 2 9 13.76 94 20 45.12 -46 38 13.54 0 30 20.61 0.987
245 0 3 29 10 29 13.76 -79 36 3.28 -24 4 25.24 0 30 37.52 0.996
246 0 3 29 18 49 13.76 16 25 24.80 34 37 45.59 0 31 15.38 0.999
247 0 3 30 3 9 13.76 92 8 0.85 -49 4 53.26 0 30 42.58 1.000
248 0 3 30 11 29 13.76 -77 0 47.25 -23 45 8.95 0 31 1.14 0.998
249 0 3 30 19 49 13.76 17 12 52.38 32 50 36.01 0 31 39.02 0.995
250 0 3 31 4 9 13.76 91 7 11.47 -50 20 12.88 0 31 5.68 0.989
251 0 3 31 12 29 13.76 -76 3 38.38 -23 22 52.48 0 31 25.06 0.976
252 0 3 31 20 49 13.76 17 49 37.74 32 33 50.84 0 32 3.16 0.966
253 0 4 1 5 9 13.76 91 57 23.32 -50 37 1.32 0 31 28.41 0.952
254 0 4 1 13 29 13.76 -76 44 45.06 -22 37 42.69 0 31 47.98 0.929
255 0 4 1 21 49 13.76 18 43 52.39 33 49 3.83 0 32 26.26 0.913
256 0 4 2 6 9 13.76 94 57 51.19 -50 10 12.31 0 31 49.13 0.891
257 0 4 2 14 29 13.76 -78 52 49.51 -21 8 49.19 0 32 8.47 0.857
258 0 4 2 22 49 13.76 20 23 31.91 36 27 24.95 0 32 46.57 0.835
259 0 4 3 7 9 13.76 100 3 39.05 -49 10 11.47 0 32 6.19 0.805
260 0 4 3 15 29 13.76 -82 6 8.27 -18 41 14.83 0 32 25.11 0.763
261 0 4 3 23 49 13.76 23 13 50.32 40 10 16.61 0 33 2.32 0.736
262 0 4 4 8 9 13.76 106 49 13.70 -47 40 20.94 0 32 18.17 0.701
263 0 4 4 16 29 13.76 -85 58 22.71 -15 11 43.87 0 32 36.61 0.652
264 0 4 5 0 49 13.76 27 34 57.11 44 31 31.69 0 33 11.95 0.622
265 0 4 5 9 9 13.76 114 34 49.64 -45 39 18.83 0 32 24.03 0.583
266 0 4 5 17 29 13.76 -90 6 10.87 -10 50 35.25 0 32 41.97 0.532
267 0 4 6 1 49 13.76 33 38 48.15 49 1 4.81 0 33 14.40 0.500
268 0 4 6 10 9 13.76 122 34 31.77 -43 6 22.40 0 32 23.29 0.460
269 0 4 6 18 29 13.76 -94 13 22.59 -5 58 59.95 0 32 40.69 0.409
270 0 4 7 2 49 13.76 41 23 25.11 53 9 20.02 0 33 9.39 0.378
271 0 4 7 11 9 13.76 130 5 39.90 -40 6 37.33 0 32 16.11 0.340
272 0 4 7 19 29 13.76 -98 9 59.38 -1 3 28.89 0 32 32.84 0.292
273 0 4 8 3 49 13.76 50 24 43.97 56 32 26.80 0 32 57.41 0.264
274 0 4 8 12 9 13.76 136 36 51.93 -36 53 6.67 0 32 3.17 0.230
275 0 4 8 20 29 13.76 -101 48 0.23 3 30 12.22 0 32 19.08 0.170
276 0 4 9 4 49 13.76 59 51 48.18 58 57 19.76 0 32 39.65 0.139
277 0 4 9 13 9 13.76 141 51 42.88 -33 45 26.18 0 31 45.58 0.105
278 0 4 9 21 29 13.76 -104 57 12.41 7 22 17.73 0 32 0.62 0.070
279 0 4 10 5 49 13.76 68 35 31.03 60 23 17.47 0 32 17.76 0.053
280 0 4 10 14 9 13.76 145 47 57.87 -31 6 10.36 0 31 24.71 0.036
281 0 4 10 22 29 13.76 -107 23 35.22 10 22 40.21 0 31 39.00 0.020
282 0 4 11 6 49 13.76 75 30 58.27 60 57 33.71 0 31 53.53 0.013
283 0 4 11 15 9 13.76 148 34 32.46 -29 16 51.61 0 31 1.98 0.007
284 0 4 11 23 29 13.76 -108 51 5.21 12 32 8.00 0 31 15.90 0.002
285 0 4 12 7 49 13.76 79 58 26.53 60 46 46.99 0 31 28.66 0.001
286 0 4 12 16 9 13.76 150 28 10.89 -28 34 34.13 0 30 38.78 0.000
287 0 4 13 0 29 13.76 -109 5 33.35 14 0 53.36 0 30 52.93 0.000
288 0 4 13 8 49 13.76 81 51 52.34 59 50 38.03 0 31 4.62 0.000
289 0 4 13 17 9 13.76 151 50 15.25 -29 9 31.54 0 30 16.37 0.001
290 0 4 14 1 29 13.76 -107 58 28.29 15 4 38.87 0 30 31.51 0.003
291 0 4 14 9 49 13.76 81 36 39.83 58 1 45.97 0 30 42.56 0.005
292 0 4 14 18 9 13.76 153 3 49.81 -31 4 4.75 0 29 55.83 0.010
293 0 4 15 2 29 13.76 -105 28 30.60 15 59 46.58 0 30 12.80 0.020
294 0 4 15 10 49 13.76 79 58 54.24 55 11 15.21 0 30 23.33 0.027
295 0 4 15 19 9 13.76 154 31 20.25 -34 13 2.31 0 29 38.09 0.041
296 0 4 16 3 29 13.76 -101 40 45.14 16 59 3.15 0 29 57.67 0.062
297 0 4 16 11 49 13.76 77 47 18.83 51 15 6.14 0 30 7.56 0.076
298 0 4 16 20 9 13.76 156 33 21.46 -38 25 2.90 0 29 23.87 0.102
299 0 4 17 4 29 13.76 -96 44 37.50 18 8 58.34 0 29 46.68 0.138
300 0 4 17 12 49 13.76 75 36 51.33 46 17 25.03 0 29 55.65 0.160
301 0 4 17 21 9 13.76 159 28 51.78 -43 24 21.61 0 29 13.72 0.201
302 0 4 18 5 29 13.76 -90 51 55.13 19 28 52.38 0 29 40.21 0.245
303 0 4 18 13 49 13.76 73 43 26.47 40 29 28.09 0 29 47.90 0.264
304 0 4 18 22 9 13.76 163 36 41.25 -48 52 22.46 0 29 8.05 0.297
305 0 4 19 6 29 13.76 -84 15 49.42 20 51 42.67 0 29 38.40 0.334
306 0 4 19 14 49 13.76 72 8 28.24 34 7 1.30 0 29 44.46 0.354
307 0 4 19 23 9 13.76 169 17 29.76 -54 28 37.43 0 29 7.08 0.390
308 0 4 20 7 29 13.76 -77 11 15.67 22 6 12.45 0 29 41.23 0.429
309 0 4 20 15 49 13.76 70 46 0.53 27 28 5.84 0 29 45.46 0.450
310 0 4 21 0 9 13.76 176 54 39.03 -59 51 15.87 0 29 10.90 0.488
